idx,pw_len,pt_len,enc_time_s,dec_time_s,correct,cpu_before,cpu_after,mem_before_mb,mem_after_mb,cipher_digits,cipher_bytes_len,cipher_entropy,chi2,chi_p,serial_corr,runs_p
14449,18,15,0.17699689997243695,0.17215699999360368,0,0.0,14.0,227.33984375,227.33984375,109011164143041000220133023060050066180054231231085145112059018072088020255101178104225227129248165227251216118239139074147220214066229229008040218126247179020167240068255176043140233096097161106003251000250096004006194080186066229090128160004025159227067172056067033233228224137048097161060092162239241055220226155212090014097061199079209025055179020040111068184129011224190103006045060143162011241168218006196080085005237181139047002025023229199047063068244129178192190096097169133012251011126055220133196060082098178181094040093246023229,180,6.613086065747868,360.4444444444444,1.4875373442300435e-05,-0.04532565224240938,0.02158346921417209
14450,19,13,0.17334179999306798,0.175069099990651,0,0.0,16.5,227.33984375,227.33984375,026094048250167076061116169028101070008155011188237039249179187115191019176102231115024190219059176035090075218123203197072097047218211155245145121039101161010160014181001110094202249015079012078115048102059159147099238208137059079119245005004048169161119014245223205113010202024015131189184239048223214208053009016178158157162127208251181141020179217239017181210152094115169212219059247216039250022105238197053253158099211221097032200217182039061160025181205110168154,156,6.509635872652929,339.5897435897436,0.00030666597160731437,-0.009333401861033302,0.8340311994828764
14451,9,7,0.17501189999165945,0.1717415000020992,0,0.0,15.3,227.33984375,227.34375,100020186057048208136084084110114129090203061109062170224137006235254029163066085235049157179066062156142057100052136146158200236046090100031106194225040211104070096215090183092235019148221240203064070079250245110017178046236046052013144004152007224189,84,5.903989446485261,312.1904761904762,0.008342206698236966,-0.14099168050828687,0.3666288149752148
14452,13,12,0.17152490001171827,0.1723760000022594,0,0.0,15.8,227.34375,227.34375,246020225023152067124007069057006213221042073091230194159241181153242145129079095129238190250097137252236023089160044040017255182074215086016237231178233129008202173190217175095055193033169097137213206020088064047087103053153169215092208121225178233129008147173014137242092174238014250105249076177031089072037087023214239163029156017121237180239247008083173237217160035246177190074057255028206031046029113183017062233170052092026091,144,6.428300088112651,328.8888888888889,0.0012256567912463056,0.014248745819473312,0.775565442867389
14453,9,14,0.17192769999383017,0.16989400002057664,0,0.0,14.1,227.34375,227.34375,114062027250202021130102043031203204055041049255119220064223030078196117152135147110029158027066213239031247206105130018087184183023191125104162132216052210251159204045166135199189140057202147216182031041073016117102082102031201056117239242240190231223192159024112067130064189105015199066221069070041202043228110043099183024191041104162043136147134197198176125196138052026183049096071133178031250238073014107082063183204076218104196021220052223192065099009152089052233238057020066213062151174238073134102,168,6.46426145255117,389.7142857142858,1.0996719458294166e-07,-0.06406453137422011,0.13217294862894113
14454,16,25,0.17244700001901947,0.1720037000195589,0,0.0,14.3,227.34375,227.34375,095044133139244013243052040026158048231245238254154193146175039010080062208127216090085234171078170250025139097048088159065090067089122003114240242096172057177220035022144049211090160060094038161186026083244126013148075175246198143061238040154252239090241074118192222196000239245060131211052044236197097172102149075175077197236150238254243193051172039004130163144089216090084151094251055038036088098126102071221026246089018104237190243096199050255119235192222127211140085170131078171185133133097172248073224089077048143061114189249178239146044191130086144049115114084169171045161135036089098197101009224204077083058104134240243106051225217034136203248049014239245055192245121044132083254051043052224089067133018157115034047178057239044010118163013113078084094234095184121079143083254126043149064050067139231157114075154193199175241034118024012167210084160194085038010185089089255112248052147026077083,300,6.999416942308678,392.9066666666667,6.169062449638686e-08,-0.0063600281236868205,0.7009053210626395
14455,19,20,0.17321399998036213,0.17495250000501983,0,0.0,14.7,227.34375,227.34375,018050080099135218171075190031249078156067062027161169199217007176183063039004242198091065087241210252109024135232224060112237132117165117117027211229177150119176196000213119253012040192088181169050080092130232214000190237139206234062126093220150127150076134243241213128242123172252165241169118080047203209235112244159253078174117190102033150177217119176121063030059132198230252239245229182041019203026171203190237051132213076058027165229194210007201243059021000132071081252033206088050095088176209235057006226253117234067117230234169142169012007196187040128128008172203030063150050109047112237144000063212121005234244005017107224181224012191243187159119247071023011087135210054022019240209235129244031139057110073190098,240,6.7290507665720884,427.73333333333335,6.876762633705331e-11,0.09451589616663636,0.02113552273193342
14456,18,10,0.17323710001073778,0.16980199998943135,0,100.0,13.1,227.34375,227.34375,166029149074055098096127072001078218215048089093051177137155013105135154253092045242156195137178195112063052135006023207143158125225215060060126235177022170146099248185077092054181054174215186097187090146055020005115064085119233028060013108149199137237206088059185253084226203062203221186181183006046164121115115045158043218028251007093235207028254152105149179,120,6.319146220500345,302.4,0.022191574374378634,0.03115834938171819,0.5787044867084203
14457,14,13,0.17393180000362918,0.1738245000015013,0,100.0,19.0,227.34375,227.34375,187159045067150200121175202222225194036232012063005245170023092063146146137145037190199240223173131159077224068049209069227188187162135161188254141188107023045237178238128067031190199083021209131246119224135049179108009162219139229041020086196230170119060143178238067145069097004009119003051159100035068002112211202020242139109055039078027125026180021046170238169186044215199240199018051064092067174049121101009222202162229055012063181213002200255046178146224186230207,156,6.453264157784524,352.71794871794873,4.7904038804451264e-05,0.1428745563134507,0.9201535880676022
14458,10,11,0.1722306000010576,0.1698573000030592,0,0.0,14.4,227.34375,227.34375,138148112133219045252004009109111181155079173118010249109184245022134042061231108110121106163233081059055024219225252068073182063224220182097118111000194096077023093109123014199211110107089085168224157228204177252156040240040009155079217118150000215065015022124199031014109062148059180169204214054179103176006101030240146088140215217097077207215221165023134008208076144062148247008233138214055094,132,6.430609649595924,298.5454545454545,0.03162876593359005,-0.07121662212731321,0.8379178087749921
14459,17,4,0.16958449999219738,0.17133929999545217,0,0.0,16.9,227.34375,227.34375,091105048147029252052091228196154194190162183234034190224207152176004245039075209030095143139012142102048107216073045142230001078026102075183206,48,5.293295834054489,282.66666666666663,0.11262786595830876,-0.12238613881460365,0.682699432157198
14460,8,6,0.1742464000126347,0.17150840000249445,0,0.0,15.3,227.34375,227.34375,073068157003205035197220253127145166201085220237157072129088043200245189057075197107119158007099089118181073040136110072094109026116018074069102079147179106249176132020065066023234069239213115073118103073123017084122,72,5.8921472236645345,269.33333333333337,0.25701856879841123,0.11663365656317796,0.019524362813142293
14461,12,19,0.1709608999954071,0.1732342999894172,0,0.0,14.2,227.34375,227.34375,047052195093081178142096041226022146234049238119227226124111204109048130040047025181141002153037219020149210250131122174053044111057112179147014010247203082078109102238192110218160047189112092047218043093018131216179004142044057255223175153092109178082067180115045250034218055067235207178186117043210068096180179139048185239234179162165254064136079154087010184040015187217145050153191108009249190203142090178072044122064125049143165159109096082015087115238250015012010144063012092219182249112230142122142072226122064093049056216226092222248115133165097025019117058144031207037199009195080040179180025221216197147255166045164254096097129067046196130085034150011141209113191108117026210,228,6.810644757610766,369.3333333333333,3.622331937457621e-06,-0.010088126189612374,0.9302882239954651
14462,12,13,0.1763241000007838,0.17127479999908246,0,0.0,21.9,227.34375,227.34375,033024075237060215049082069085146097181029133183067247150109027122111236003082219248214059137051007135242008036147049183198161102010181207235250113213150101061122034236171199172158214118137051091236006084169130241040008000043125164181183014206213068095003229240149186082088194175076125093053044006217157253070131228034017125100164235014091205150230033110111061186199211194105130071184074085191114002118136183228000102027080164014145014205168171071168155061239108088248,156,6.584862395047221,306.76923076923083,0.014538969622775186,0.0029532069442987506,0.25697311488469676
14463,11,20,0.17052790001616813,0.1709201000048779,0,0.0,15.3,227.34375,227.34375,016224111224138132012078151122156242204013041075195066133125077239002180116082100241254181251227037191249101179162247094085187250096055077087008069196062227030172245141010081166162253043171091209179135243191048137077085171014096169139087008085182168068166041182019051017165026009043122197209072190101191066247078148061124018207077193027132002046133039091246101242250100090005043016197087191135027205162164186151184124018055029087243238002045003039087002101006055014155237208016197037045135027011048206229151061002096059013041160070082214133166004182019148081195060254043187163122205139027072066031014096061250063100249209141070196168003096239014222051065195174005208016197145179127224075162206077151061124132014013041011,240,6.703218554321173,434.1333333333333,1.7982474089411425e-11,0.017448264990942965,0.8788488543287576
14464,12,13,0.17073400001390837,0.17803729997831397,0,100.0,12.9,227.34375,227.34375,134170076015122015030123080181121245077156080249078198077170162065050107176035192108144160144030081119245237158015240153097181121100101079133238113040169072110077071131176131027132075066150009179162085231161043018147111162209134169161143249113185101108215163146103148092017102150157144058142147128043124058240119105181121076163146094036102025124072162144139131118139192185158160075054142187076050161231207147105179006245116148097198170025077160164163050246176080206185,156,6.315380984679864,398.6666666666667,2.1308329677670132e-08,-0.04967413727735018,0.10089449498145098
14465,13,15,0.1695590000017546,0.17060240000137128,0,0.0,17.4,227.34375,227.34375,039078138136118206089104088016254161205084061044242024139087066043104127033156041109094252144154236181145112119100004186106011144101218067246047172142156087135208100017214106179171082010147117109186088124178053090085101007053101214172097185240121157146186039104017218088179171015028107208191078088113128053089186101090127101135087152185240142139146085043104017218157037109196011086117118065145135116046156172158006107100214194165047241024156160065223147017215011221121165086159129121183192135143193004240145004053057045085165114172024107193,180,6.446419399081201,425.8666666666666,1.011742544891251e-10,-0.13314079576309854,0.00929442758564325
14466,20,27,0.17246679999516346,0.17457929998636246,0,0.0,14.4,227.34375,227.34375,169035074239201007014212045036223204210008219162027118145212181150104228213206239167042090045156110112074131014100246239061227150159158008251097071070194183129179052028134193023168118101055147075127168207133060014188113120202252247055168166071121249196129169004183234245239080129157068147002019080223165007246208182027254159021045178166062121161183142218011219213206239167099101055147050075080223014100053156084227150252158100203131043042145196237146048219166206239167099157008224094079051239236084020208061001250236142068219131062010161140129202048254207157239168042101084240081112111188014008001188117104182160190045147162027042145183118081243135234173224203099101055172050112107207246007049208078027223103210084080150027026058140129179120151218054023178042127012168110035003188014255246140182120254236247207251250087042161173181169011228166173212151070094045107075112107188236056093023113120250204247055168150220066161173142146048151234173224203099101055172050112107207,324,6.823189349053372,519.8518518518518,2.8449668776495436e-20,0.060135569510243445,0.8645383312500994
14467,18,17,0.21284579997882247,0.18526480000582524,0,0.0,27.7,227.34375,227.34375,079126247070060155239155049141072055129184022117067167136198239226066029216007224181055110086074013143066215166088117091075231071033105034240030076064075173209005211221179040073250147020199148128002248098087191058176049241136093170211148117076245199137209244247246216185156158147086125024164128016215166212209033075154242244105220106081178079025055209244109246013146138036055176189074053021066070233176239176049231202101003094046248206245099024209010211029066016109118083176255255128104211009060088171091049181072208129211084248164079054198117005247221038122138181187086232024013228122098042050171115100036072223,204,6.741603913298593,360.7058823529412,1.4284468568534887e-05,-0.008717276886777156,0.45742983223256983
14468,18,27,0.18019189999904484,0.17772330000298098,0,0.0,15.1,227.34375,227.34375,060136071197013014097095210002049235135237235238203044153194225242050219230025006243004143159202100237187130008151004098075136081122135136050018151044101024090172163093172162006254191212159170063111042138008085001133183025081240192136181047065059126024220242163005161025216121191138196224100229042239138065218158137229049240022232235044208113179158220175243135242162208037149234154054063182160084083006004007215216138061022116050047073113167072140247041013241051216163129143159113063181187239013140075092138128084023234237181238073047126015029242050013242121151251067143029113108182071209083006001092012094027122081111181238006246167015132175117013161039189098149215006045186051122084071208097002215002081240138116213127018116252158223175050096172254151160191135196202097229121008013086097015075133081023143229050044018124164064225175041135242116189158191192065175186051039008083086134158137128205061215232184119065017252194225242240074204229151254130192199045063229160008,324,6.914756206968743,474.0246913580247,2.375737018066852e-15,0.030881793658575754,0.059360346947327614
14469,11,13,0.17368969999370165,0.17184990001260303,0,0.0,14.4,227.34375,227.34375,091110060094177108041091031007017050194176248126096249185098200003241191169113167092121230247248098067240041077177041119154022230239194055009082006041124098191018116077169152134092014075214163034024205236160125008172031147017239104251127251134196124098013244169205118180191174014057214040167241036222077125080167237203204183031176037163113162149178013244046058219113255215121064059035080024022115070064080134031022237239227176210009043162124091063255177022061072141043,156,6.432462154593264,369.1282051282052,3.745312911387962e-06,0.07791537287250518,0.08460535553559012
14470,14,24,0.17362889999640174,0.17505990000790916,0,0.0,13.9,227.34375,227.34375,157222208204102129128199179020226205189060093189161166140249193106041151105103129032102189160149168140189171069129116130001121203238038222180208199232201050220096166216038079016021167158137039157195158198034211251161034232109238159253180158199232053208120096166216075068207021247218137105157225095198233151251136179115143097118060180218046147195098167150221156065068169021069218205149105200148198185211251136040090226149038247210189130147101158202007143241208068169032108158239039157042015161011250116126069121172136130060210208126232140098120047041151105000162225001189086049197140182058079156116204023081166097183222180229204172174098040036226210075166162008108218242099207165208158233190210204023076109205159154251243046055145098040073121191098000139071011065205014128134182171069151157204108030226160183179251229229166101098193007121046105166230042102017170074,288,6.841897192725075,465.7777777777777,1.625352147090489e-14,0.04266706325777696,0.3374923214913843
14471,11,20,0.17175069998484105,0.1776872999907937,0,0.0,16.9,227.34375,227.34375,071020106219089132033071180003151112188114233108163005022187161003218087160196178124202116127176075252184081226019080175045030046094043235072026078049141149113137214087030071090008200031044196075219035081204170033020100160051201031033087061175031026090005028147006209196217091215187044093014014165198248066159071033186185191043033243061175061141149034133092006160054090145024107234219141252035219070136080175192003252112039114087207078049141149113137214087030071090008155031230020071252186101204017059071231030051152043006087108058005022125161028016191160136217169188056127176127058027176089170059196180209127152005211027108163116144183115137092087152136011124215056196198170173047198010170159141100001088094005162152061,240,6.659847237991067,478.93333333333334,7.429993649901604e-16,-0.09580023412969944,0.8389506658776378
14472,10,21,0.17003440001280978,0.1722423000028357,0,0.0,15.1,227.34375,227.34375,215225095254229137182175002227112096176154236007056099072021042028121196062228164210002228113254203153155246116215032070179101236209001016052141252027118083008188167208226056154090148250043160149031182116212129182070000155112081137152178141252195182109246028200070028058164218136218169000203225025168074215040030090227110241157004052062252067104083008060241120028228134235002122152168250093039168212023136130220039193241137070221007252065244077160028249070180178164132010114161062085093007116116081040150158059114081001024221143036157224077168141033233100178090218059102161168073193007168116137136158130187080077031152110015122157217079168180103000100228132122138036181160215093005118084215136028028051110137157024228143044067072147008062089000028098220132,252,6.779748626431651,457.0793650793651,1.1848397472351247e-13,-0.09034076928269556,0.9092633961332977
14473,10,19,0.1703845000010915,0.17327149998163804,0,0.0,15.3,227.34375,227.34375,255027248160171186025249115168171121054254207029071166075150148017009014122168041102090086047045103150254094051033001226042127255035108003204005204166159065219138009207171035047235092151041045051066042017038110129173254127171247225041000157201088208014064010009133132168248102141195049046179065215138130161001226178176043032053050084029227088075090010059067027171105183102142086042211051014230137231245031225178228176244108042204003030105208207012198216014173105006177215151047046255066230004127186001226178176181242200167207005029105203150216197219014225037044178089219177252252191041094179144031200248228181184249041149209227114007068037020151170121038006254141151000226043066215093,228,6.746653132760841,389.54385964912285,1.1338797141988697e-07,0.012360723149278566,0.9249919430794713
14474,15,16,0.17106860000058077,0.17136599999503233,0,0.0,16.0,227.34375,227.34375,043244200045182175222227109124022058177195045093067161243145161002188148217049061076063178218031071209234065248198066227004091106067026189010156067115111070221126107134100154222231207178218180236244205026145241183105079174022058200189059077070161243100216016076059165049113245237204013166250157009026207157144127152137171047221152250033067134243013255169192255181140099076237233027131071104009115100157144168004215033063026214059138182115111040150016172250181072113185063117013166112209216081163136251138079215171081026004216088040115189135150169172134100154113231024204027056,192,6.660883448624479,349.33333333333337,7.855876823103704e-05,-0.017527399876754595,0.5909715228472994
14475,19,18,0.1707440000027418,0.16971050002030097,0,0.0,16.2,227.34375,227.34375,155133178101230203126132113143016005025255005092125242084224205223044239255138197121248222028167189142209177079133126152249169217005025043082149198159216034209087195220146185059173201144113084234191178251230133069092202180085040246115064149125054099235246018199043181189048051194189235144112142252097079192088132202180221005046061024088198001084235224018079017181116246094223082045057189163058082209009088107113147217040246251035107125159128021235219199055086189059111228189028043135210062233209192145111249096027221219043014092125238216038224040079017168105001121223101099101248191058082230221145245018236221035149200014175245195187188235087079012,216,6.718833307815495,393.1851851851852,5.863435839669759e-08,0.0032871904627398193,0.7626649774494931
14476,18,4,0.19714430000749417,0.17395170000963844,0,0.0,18.4,227.34375,227.34375,083236235110009231094031014231115049065189163167052198089008024232217037111226169028010181233075094197119070184163198112097123127094100248192171,48,5.3609023444260835,272.0,0.22182872099114176,0.03103125408044776,0.8914273189293733
14477,10,28,0.1783984999929089,0.1740083000040613,0,0.0,15.2,227.34375,227.34375,222223013043027129222045077212192000047040142224070169022084133176162030216227229004136095064071023223123041250247162228079129225198039093140234074017019121220196212069209204202187130095023056243103196006163247170146110129040195037093142224167172019006220196214023107225004004254116168241243169015095215247097045059212235010008032250148107103022176133198170104173040004205252085097071222169121010250129170201079105045126037040250150020068169115251126108164211149004187165087107056222138013231213138220238059108151195233093135224167169242084243123214028138192183185138156064056170098121006163060100146057108192198090032217234074169221181133196162106134040194236165085023025243223015226168131170201098170204010233093049205029103223123135184129073110158001224130116023076220221013093163212220144131162151117090093135148105072213123220196223104134045183004138042097025255098013043221060220144079162192043008086049193031169160013241205170106138045202205165116023244243212044093161057220201069160040124039235242205,336,6.941921722791017,503.61904761904765,1.7751206532882694e-18,-0.001193776328074141,0.04411179197013437
14478,20,7,0.17069200001424178,0.16957280001952313,0,0.0,16.5,227.34375,227.34375,045021023223109023130181017250042081145246225077150016148242222144031140146192205139034123013079045021023209096123135164108049047114156194053096197010124242122224111080243028003139213123182108060004074255159162076232175138236114110246225134150243082046,84,6.01720105367963,275.6190476190476,0.17908719066892215,0.07811166728167095,0.9998166529820527
14479,16,19,0.1714940999809187,0.17454529998940416,0,0.0,14.0,227.34375,227.34375,246064015030252183249100071017047081042043102196077207163224057060237001191249193250200095252006105228139053013091079237168051187179092255045045002017008224099215149001054125220022057048124006150064015158016185021155227133166081163171077045073036035127065083237110020253035207057048168223139032032040201237207149040248013106163047080188147036163068055060207170223095220011089134147223150064064026201207027207010092013081042047098178166105247043065060207085054249243244036134087105082032011030034183228160124017089179195047102077077224204127055248237133144182024107253018147006105223223030242091203155010248047095190000188098073224247127065215075170191041193036036018222006185223228188,228,6.639607641723267,452.42105263157896,3.3711266406600556e-13,-0.015178686007889613,0.05554460510751014
14480,8,21,0.17536059999838471,0.1726769999950193,0,100.0,15.6,227.34375,227.34375,120164020076135148168253024116255066013008223046059219228179034122019080172004139113155019236217192062142039236209182204024120225066098180048046059231114078034122204202156008224000185019122217196199233076224209032253161023255191013012018012130231108011034126137097054004254099049137242032181199130159063071221087041019088202098241154012179113029198136131031080160146224200000133242217171123190082208209168117131068195007110107171166179235108078103198019097160163224113049137242217120123142235236224182117024068105202244121012048179064025183180041116021054111236099185155135081120168037112131123032107041223144232244012018227059140228198034178035021007056118113049155236079061015233035122075168253108171243115098192012046130219108216219025031173115008118113,252,6.822335134034267,402.2222222222222,1.0916394739240621e-08,0.029458268756377894,0.02636335355869268
14481,19,13,0.1711694000114221,0.17254050000337884,0,0.0,15.4,227.34375,227.34375,049013095109005208084142195063039234227024006137177165234178180182191058033130102200190251217127047148077183223230193195100063145092106175048018040225178059108168123186249027106167178006233132093136111250105208100086190063039092255004205137040225178174052242208140229067090200127205078178051136111183176045100243255200075046145118116083159165220059245168009254092195227167144191034232132049148001223045193243209009220234090064176018159100234246219182194186251027090012,156,6.463998593942905,349.43589743589746,7.740245324553946e-05,-0.04505339621639314,0.6947493351230911
14482,14,12,0.16955990000860766,0.16885909999837168,0,0.0,17.4,227.34375,227.34375,074235036197074089216099156106084197244049164228083079095153224053017169124167226217011007049236047098107240045159189120255106253072104079191178045008130130105156255154186196135173047028034167179248226193062089166006086060200024162126240178045241058231061184118080196236180158047087101247026235226197121089142120156106249125162122244209045241095123014101219178161247211103233087184196151248063149045132068099175132084125162025227154,144,6.4726775848179505,325.33333333333337,0.001891392193464482,-0.10398764749887826,0.9895154159994872
14483,16,27,0.17702079997980036,0.17059349999180995,0,0.0,14.1,227.34375,227.35546875,177217114153041106043162138103123205243177235119242155094172064046033061095077159096064140146113140147054250209030158061159137123216070208154179174155061216031046232075022046006096033021216137177147187179002146136151019234039174015199002043174098211033124056101164022090006164033237135232116005207179148065136001235255226065243164002093184095061172214252100097211231195074169140228180116175187119041226158075138158013064080109099178027022075207064056139040150163006096169080135113167217242239161087030042235158049185131041235093231003042216086046253075000090118165010198123253117217207118208011090162214234146216130177099178106003211080086113020061163163195165033021010180155065242165161011043023138103110205080251222043046155210172010252033164210210195060064020146001117175216250161147043061192255049004123208222194027095023032086100139164095210138224064080010052177065216142093065215061214234226132130237154179231098042229147018156097000090138224216198011162049147071051,324,6.880945656220647,486.66666666666674,1.1596311183111187e-16,0.03129845142762321,0.28937877637600806
14484,19,25,0.17324730000109412,0.17060050001600757,0,0.0,13.7,227.35546875,227.35546875,107106043219060102227221183007221147149252079199179153226025081189075244193021007072006043174245060136043114107061202029252231231169039053144045089226234135142087075028115245113220146184078042060195201186130097202099252046221169146220057237081226121141047189136028193253185062228044110016060249191122168102157129030007150232112135241199089010126198207183061096090021113066077176068107107098201004162253227099214231231033175028170205185124234198047189000252082031185057012043208131217106033004074092066029104015231147175252057083179194226198142095097028251245216139146112166097074106201144222131066052214237221169149053173045081010034141006151065252154053007066077080208245130254232219066212009247138007231147039246024205248010034135142087000213036053113072077112053131107098232114168061202099141007085200206128170140081010234078142151058244115245080170006112135245060254001186066253157021063007156232,300,6.951728587353822,430.4533333333333,3.9015498190239634e-11,-0.018400324116275728,0.6275709259299567
14485,15,19,0.17720989999361336,0.17297210000106134,0,0.0,15.8,227.35546875,227.35546875,141015178117061093010127067145167080203223243146231101155058118042139105180068207255091042158236187228187126230107195094067131186139025171250079245101224034100050067029105063163067067028117227192210029025090238003181037137220147203171048157037186173045180241047205218083163152073103094254100207102170244107201103037131168255025023092157237110068086107050067029126144107067084175156236192207123025146093001104014045020255217164250133237173079048016150067198105089012255137200056055166013187126061107195094014131220132217112017233237193155045118050067198182063012255128001156236141015029183054093165127139067122089027179058164039181148242016150139161095153163081139028056244008015187119,228,6.7984086988125085,416.49122807017545,6.787644453720133e-10,0.004296950177086078,0.8601347671992845
14486,17,21,0.16900180000811815,0.1711203999875579,0,0.0,13.5,227.35546875,227.35546875,074168243159147141243157144084129170026083112212133019079101122034107130183176107181060024075159093073243166132151080072249067228005026091006089133088123129155034138138134078196101199010075151085120008159170012243087238189158207100186014047128042171046122075240095183181032075046106175141093086147166225000060179156137228207185065211085123056079175084092144095168213240129060102122151100168060159147151046064238084129225151033112030123217146092137075252187086217107181092016096225047120008085096000199064144070150207108045014053097195154129084078095240086181196175243024096066100120246177096126038121029038175207108142253206123247224034084181187138173122103092243010075108128065246079078105023179249137127166093083055089236088079129251181252113205122196129,252,6.714948649952441,477.3968253968254,1.070568214913941e-15,0.008573313905469483,0.6883936393821888
14487,19,8,0.17037010000785813,0.17095159998279996,0,0.0,15.8,227.35546875,227.35546875,010194190201115196158055001053026087022222039091208210224151155176127113170104003042025020084163053012184107118174203091111189028192212180227147186237226058155056068113113250196068215180154166012196044082220174152049001189073104067231034147186237219253157218017025049175107068089047154009,96,6.103038932945214,293.33333333333337,0.0496452000797343,0.19616775216913343,0.09656039789355209
14488,9,10,0.17051620001439005,0.17477929999586195,0,0.0,13.6,227.35546875,227.359375,211213251097138050019045129164206048244005129238225120045219058205072103146113148086140037051114203171092103187063026234246014206069244201244172231011206056173157119046218176236131251020144123181220090240110243019234255164027156088029244059112156199056114072157171062224112131140193255123188054092207255118037053129112083235047128244004225073248070114213000196,120,6.312023279064734,319.46666666666664,0.003755925069210302,-0.24291326535039343,0.11463879583159953
14489,16,9,0.1750066999811679,0.16856009999173693,0,0.0,15.5,227.359375,227.359375,132080138021167174075127033111162132199044082144024107157031168179089196019215008238157006216061044175138208190006091127224163195124173142206061209003236126008227049204185189162022159218209087088197091184167174146130033127160224109095206197217107065026160179156100017125247131159086181151212000006016190119151030041174211124,108,6.233918404881149,290.2222222222222,0.06396207457038078,-0.15477912887125045,0.5416906458758031
14490,10,11,0.1722740999830421,0.1713476000004448,0,0.0,14.2,227.359375,227.359375,071089028057198181126241193001188086152060080214010136093049135252098099020149255157227225210002239047056225137043126089054250248128183167203000210150235126049130194248020042008102185068222180174024098022137039126047001213188086169048080036185136166021231107098003212011255178210068041212060143028118102039114241133058015207119199107000075127067170112092180071251014076253227132159155057020135115,132,6.466631524612314,286.9090909090909,0.0826885666922576,-0.08580209830006968,0.05664000997479057
14491,18,18,0.1711256999988109,0.17320300001301803,0,0.0,13.6,227.359375,227.36328125,206151165079221038131086133100198043211121053190093126203062229049061172253040169061249167086109186151014187252010015136133026184128213013146199113129065062016187054032220251251066213088163020105233165073241007215002164072234161213140024025133126203149150029188114220169035196013085004020177027132182143007093047086072052043213242146190133115074204150099207161004169035059013088037202177098087182252007250136133072184043013222076056215140019077229049054170220251093229011012086202059027090187241038113169093150234128095255146190142082071149155187238172086215080229135134142235183079214151143248131164169072198128170084065190250216203199150049238083,216,6.743879185288722,381.33333333333337,4.824942536201399e-07,-0.10435840089081992,0.00682821775908482
14492,13,22,0.1729709999926854,0.1695705000020098,0,0.0,14.2,227.36328125,227.36328125,108142196067196224108223053236234176131249160037089196033227187255218110192053015000131167234093178055112079126154108211053066230166151249109254227126063062223255016193108150015211131167090057204148103067218254096124043038069107057227115254247160063227187139116110195047166116078030078047108234192067126224122211043066152107047227009254089160145145193070098194122057120169157185244039111067112227126080212211061066226188128089115242148196134135101139206194030047194219131167226039111152192247125071183107061092234166035227123232089196063135187139098028122057220119078009234039214055100247210232122197043084049166035090115242247196242227113255110194212057212000058167057244192148103224196224122197145066082166039089119140227222242074223070106028030150108219057167238035214144200067218080108211,264,6.550684889297126,602.9090909090908,3.231731840198164e-30,-0.05242973302980477,0.01445049929668496
14493,14,13,0.17140399999334477,0.172029500012286,0,0.0,18.1,227.36328125,227.36328125,227023015071163163189242180094044109243021199121228231090187055039080099117227224108202153120081175074148196199203086124068208129157182142135204034100050108153232106228117227158050194083002222096140015047227253217071134174251040182142016146168209086163019107102136133143048226198253246081175074148220105253078071001208251040049194051121168171193036105211222088179016110156194022205017139052082067171207227124134174129175141194189246224033193036095232098038117189048090,156,6.566562696507008,316.6153846153846,0.0051711782282656635,-0.03070735332612917,0.9549068936387966
14494,11,12,0.16961959999753162,0.1755072999803815,0,0.0,13.1,227.36328125,227.36328125,017183192116186095082014221098111104152127108253046035064148188066224202122153004214227003044012113183012116171121069147230174111235216127177189185063101153097086224157141068054167163165187029124183145227250063014162221174062255132026087253159078195085205100061236249217083199126003157093096183209069103121018162230022047104152110177253021104037249090086061123220127054167126128202001113064192025171121207053221051242142216026177204,144,6.527360244407722,296.8888888888889,0.036631431870549964,-0.10878202535844497,0.6517992468841562
14495,17,13,0.17082979998667724,0.17153110000072047,0,100.0,17.0,227.36328125,227.36328125,053168021010202201171048034206157042043104156086101018179120210052212057043125190066112224048165239185025091198120207156210209125182043033156075104018015041008241212237198209247066090224179057037024009110215028171084210206052031168104169002120090163217248080101053001133116154112185247144239168021113215200115128023009125182127144156158033217116196205252101057030025094154090164234125197169193187198120115145139020109226183144169086136162190196210168175237001220179175,156,6.370056145019484,385.53846153846155,2.3138654132935972e-07,0.18625566199461427,0.07782419751212566
14496,18,21,0.16844270000001416,0.1701005999930203,0,0.0,14.4,227.36328125,227.36328125,101150206000027063183090224016118014141001148245017083001062245201093086109031233165067063181040211107230000027227246134224016118070013116160212019005097190179141136247248183233243051191157110205093150157045215131011240144075016037034241161019112020206245141136182016098034019098170197165196027134253047194190134000016118219013053129193165068001222062141093214237031001187051066072112149067206000058178230251000240003219125233124224085077113171235141148166204255034110195170160108209093230125045246107251161109087016240060241247069112129159235141181247248169060187035151148108205093199232058244150027000109087166057233181065037021252206245253181247204098053165190191213121196150208000045178190027125109085166044001241060013229041138245125136226157255116134,252,6.71859819177206,473.33333333333337,2.7953756837203265e-15,-0.00851211497937256,0.2899361721210467
